City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
384,sungaipenuh,56,ID,1535410235,95,-2.08,101.38,66.45,1.12
385,ciudad bolivar,32,VE,1535410235,70,8.12,-63.55,82.56,6.49
386,palu,8,ID,1535410235,85,-0.9,119.87,70.05,1.79
387,antofagasta,90,CL,1535407200,76,-23.65,-70.4,57.2,11.41
388,aloleng,68,PH,1535410235,99,16.13,119.78,79.77,11.52
389,tsabong,0,BW,1535410235,37,-26.02,22.4,34.41,6.71
390,mayo,75,CA,1535407200,59,63.59,-135.9,60.8,4.7
391,naantali,0,FI,1535408400,93,60.45,22.03,50.0,2.24
392,maragogi,92,BR,1535410199,96,-9.01,-35.22,72.84,8.84
393,soyo,56,AO,1535410236,92,-6.13,12.37,70.95,5.59
394,khash,0,IR,1535410236,24,28.22,61.21,51.42,3.02
395,port blair,20,IN,1535410236,100,11.67,92.75,81.21,22.03
396,zykovo,0,RU,1535410237,78,55.24,40.35,58.89,2.8
397,ruwi,90,OM,1535406600,94,23.6,58.55,84.2,4.7
398,iquique,75,CL,1535407200,72,-20.22,-70.14,60.8,10.29
399,ibra,0,OM,1535410237,71,22.69,58.55,72.66,2.68
400,kamienna gora,0,PL,1535409000,63,50.78,16.03,60.8,4.7
401,ust-kan,8,RU,1535410237,70,50.93,84.77,44.67,2.57
402,victoria,75,BN,1535409000,88,5.28,115.24,77.0,5.03
403,coahuayana,12,MX,1535410238,66,18.62,-100.35,79.23,2.46
404,baoding,0,CN,1535410238,86,38.86,115.49,72.75,4.14
405,san quintin,75,PH,1535407200,94,17.54,120.52,77.0,2.24
406,dicabisagan,68,PH,1535410238,96,17.08,122.42,81.66,9.17
407,malindi,0,KE,1535410239,93,-3.22,40.12,73.11,10.74
408,cairns,20,AU,1535409000,60,-16.92,145.77,73.4,11.41
409,chimbote,0,PE,1535410239,92,-9.08,-78.59,61.86,4.03
410,canora,75,CA,1535407200,59,51.64,-102.43,62.6,4.7
411,leeton,0,AU,1535410239,92,-34.55,146.4,44.31,6.04
412,le locle,0,CH,1535408400,93,47.06,6.75,69.8,1.12
413,rorvik,56,NO,1535410240,100,64.86,11.24,50.16,3.8
414,praia da vitoria,20,PT,1535407200,83,38.73,-27.07,75.2,5.48
415,durazno,0,UY,1535410240,64,-33.38,-56.52,53.31,11.3
416,zhigansk,68,RU,1535410240,75,66.77,123.37,56.46,2.68
417,cherskiy,88,RU,1535410240,80,68.75,161.3,40.62,3.58
418,poso,0,ID,1535410240,100,-1.4,120.75,78.6,5.14
419,san pedro,0,AR,1535410241,50,-33.68,-59.66,60.15,13.42
420,imeni poliny osipenko,92,RU,1535410242,96,52.42,136.49,59.7,3.91
421,manggar,0,ID,1535410242,86,-2.88,108.27,81.57,9.28
422,sola,0,FI,1535408400,93,62.78,29.36,51.8,2.24
423,salinopolis,64,BR,1535410242,95,-0.61,-47.36,81.12,16.67
424,sept-iles,75,CA,1535407200,72,50.2,-66.38,68.0,6.93
425,huarmey,0,PE,1535410243,76,-10.07,-78.15,61.14,2.35
426,fort nelson,75,CA,1535407200,76,58.81,-122.69,57.2,5.82
427,liwale,0,TZ,1535410243,56,-9.8,37.92,67.71,5.03
428,sioux lookout,90,CA,1535408160,76,50.1,-91.92,51.8,4.7
429,oktyabrskoye,8,RU,1535410243,95,56.73,85.44,53.4,6.6
430,salvador,92,BR,1535410244,100,-12.98,-38.48,75.63,16.44
431,kolobrzeg,44,PL,1535410244,83,54.18,15.58,60.96,12.64
432,dauphin,90,CA,1535407200,67,51.15,-100.04,60.8,2.24
433,riyadh,0,SA,1535407200,11,24.63,46.72,86.0,3.36
434,kabwe,0,ZM,1535410300,42,-14.44,28.44,55.11,4.7
435,sohag,0,EG,1535410245,59,26.55,31.7,75.9,5.37
436,lasa,75,CY,1535409000,83,34.92,32.53,78.8,3.36
437,furano,75,JP,1535407200,93,43.28,142.47,57.2,2.24
438,oistins,20,BB,1535407200,83,13.07,-59.53,80.6,13.87
439,san vicente,20,SV,1535406600,51,13.64,-88.78,87.8,3.36
440,hargeysa,56,SO,1535410247,64,9.56,44.06,67.71,13.09
441,caconda,0,AO,1535410247,32,-13.73,15.06,62.22,7.38
442,xinzhou,92,CN,1535410247,90,38.41,112.73,65.64,2.35
443,farmington,1,US,1535406780,19,36.73,-108.21,86.0,6.93
444,gamba,88,CN,1535410248,100,28.28,88.52,35.31,2.57
445,aksu,8,KZ,1535407200,100,52.04,76.93,44.6,4.14
446,novaya malykla,0,RU,1535410248,91,54.21,49.93,51.15,2.91
447,husavik,88,CA,1535410248,76,50.56,-96.99,61.41,9.73
448,konevo,24,BG,1535410248,88,41.67,25.61,64.11,4.14
449,alofi,75,NU,1535407200,64,-19.06,-169.92,73.4,13.87
450,georgiyevka,0,RU,1535410249,72,52.25,40.45,56.64,2.91
451,villanueva,40,NI,1535407200,59,12.96,-86.82,89.6,4.7
452,noumea,100,NC,1535409000,94,-22.28,166.46,68.0,3.36
453,saint-augustin,0,FR,1535409000,88,44.83,-0.61,69.8,4.7
454,agadir,0,MA,1535407200,78,30.42,-9.58,71.6,3.36
455,hearst,92,CA,1535410250,96,49.69,-83.67,68.16,8.95
456,zarubino,76,RU,1535410250,94,42.65,131.06,71.22,2.91
457,shimoda,75,JP,1535404800,83,34.7,138.93,73.4,2.24
458,ukiah,1,US,1535406960,33,39.15,-123.21,84.02,10.29
459,aguimes,20,ES,1535409000,69,27.91,-15.45,73.4,21.92
460,erenhot,0,CN,1535410251,96,43.65,111.97,59.52,9.06
461,brigantine,20,US,1535407200,69,39.41,-74.36,89.06,4.7
462,khuzdar,0,PK,1535410251,79,27.8,66.62,62.13,1.45
463,guanica,90,PR,1535406600,88,17.97,-66.91,75.2,3.36
464,kelamangalam,40,IN,1535409000,100,12.61,77.86,68.0,12.75
465,namibe,0,AO,1535410252,100,-15.19,12.15,65.1,5.37
466,ilave,68,PE,1535410252,91,-16.09,-69.64,42.42,3.13
467,fort-shevchenko,0,KZ,1535410252,80,44.51,50.26,70.77,14.43
468,voineasa,20,RO,1535407200,100,45.42,23.96,62.6,1.12
469,ponta delgada,75,PT,1535407200,88,37.73,-25.67,71.6,2.24
470,raglan,12,NZ,1535410253,94,-37.8,174.87,56.64,14.43
471,trujillo,20,PE,1535407200,77,-8.11,-79.03,66.2,9.17
472,libreville,40,GA,1535409000,83,0.39,9.45,78.8,8.05
473,maumere,0,ID,1535410253,100,-8.63,122.22,79.77,4.59
474,pueblo rico,40,CO,1535407200,69,5.22,-76.03,77.0,2.24
475,carutapera,0,BR,1535410253,78,-1.2,-46.02,80.4,11.18
476,pasighat,92,IN,1535410254,97,28.06,95.33,69.24,1.57
477,ponerihouen,92,NC,1535410254,100,-21.08,165.4,69.96,11.74
478,arlit,12,NE,1535410254,65,18.74,7.39,77.16,6.26
479,piterka,0,RU,1535410254,80,50.68,47.44,56.91,2.91
480,puerto del rosario,0,ES,1535409000,73,28.5,-13.86,73.4,11.41
481,karakol,64,KG,1535410255,89,42.49,78.39,35.85,2.68
482,kualakapuas,12,ID,1535407200,94,-3.01,114.39,75.2,2.24
483,linfen,36,CN,1535410216,77,36.09,111.52,71.58,3.58
484,manhattan,1,US,1535406960,49,39.18,-96.57,94.82,23.04
485,makakilo city,90,US,1535407020,84,21.35,-158.09,82.94,3.36
486,gueret,0,FR,1535409000,88,46.17,1.87,66.2,3.36
487,casselman,90,CA,1535407200,73,45.31,-75.09,78.98,4.7
488,onalaska,20,US,1535408160,59,43.88,-91.23,89.06,18.34
489,porto murtinho,0,BR,1535410259,66,-21.7,-57.88,64.92,5.37
490,tromso,90,NO,1535408400,93,69.65,18.96,46.4,19.46
491,olavarria,20,AR,1535410259,37,-36.89,-60.32,63.48,14.2
492,thunder bay,90,CA,1535407200,60,48.41,-89.26,73.4,12.75
493,lucea,75,JM,1535408700,69,18.44,-78.17,82.4,6.93
494,los llanos de aridane,44,ES,1535409000,68,28.66,-17.92,71.6,6.93
495,nha trang,24,VN,1535410260,89,12.24,109.19,81.03,9.62
496,lokomotivnyy,0,RU,1535410260,85,53.01,60.57,45.57,3.36
497,ucluelet,5,CA,1535407200,87,48.94,-125.55,57.2,4.7
498,praia,0,BR,1535407200,68,-20.25,-43.81,66.2,8.05
499,japura,48,ID,1535410261,93,-0.42,102.29,72.66,2.91
500,nishihara,90,JP,1535407980,94,35.74,139.53,77.0,6.71
501,grants pass,1,US,1535406960,58,42.44,-123.33,80.06,3.36
502,mayumba,92,GA,1535410261,100,-3.44,10.65,73.74,8.95
503,nenjiang,0,CN,1535410261,94,49.17,125.23,69.42,6.38
504,vizinga,0,RU,1535410262,83,61.08,50.08,59.07,6.38
505,carlos chagas,32,BR,1535410262,91,-17.7,-40.76,66.18,9.62
506,klaksvik,88,FO,1535408400,81,62.23,-6.59,48.2,10.29
507,el dorado,64,VE,1535410262,85,6.71,-61.64,76.71,2.13
508,patti,40,IT,1535406900,69,38.14,14.96,73.4,6.93
509,las cruces,75,CL,1535407200,87,-33.5,-71.62,53.6,3.36
510,beckley,1,US,1535408100,78,37.78,-81.19,80.96,0.67
511,la orilla,12,MX,1535410263,76,18.0,-102.23,85.71,8.16
512,merritt,1,CA,1535407200,19,50.11,-120.79,80.6,3.36
513,grenaa,68,DK,1535408400,93,56.42,10.88,57.2,8.05
514,atambua,0,ID,1535410264,100,-9.11,124.89,76.62,6.15
515,poum,44,MK,1535410264,99,41.28,20.71,56.46,1.9
516,bhadrachalam,76,IN,1535410264,89,17.67,80.89,75.27,8.28
517,hovd,75,NO,1535408400,93,63.83,10.7,51.8,4.7
518,gazanjyk,56,TM,1535410264,30,39.24,55.52,71.76,7.16
519,melfi,48,IT,1535410265,91,41.0,15.66,57.63,3.8
520,chengde,20,CN,1535410265,85,40.97,117.93,68.79,3.24
521,tambovka,0,UA,1535410265,36,46.93,35.45,71.94,11.86
522,mehamn,75,NO,1535406600,76,71.03,27.85,50.0,13.87
523,juruti,20,BR,1535410265,87,-2.16,-56.09,78.51,2.24
524,muros,0,ES,1535409000,88,42.77,-9.06,68.0,1.12
525,yenagoa,64,NG,1535410266,95,4.92,6.26,70.95,5.03
526,turayf,0,SA,1535407200,64,31.68,38.65,73.4,13.87
527,thinadhoo,76,MV,1535410266,98,0.53,72.93,84.63,8.5
528,dharchula,80,IN,1535410266,100,29.85,80.53,54.84,0.22
529,boo,80,NG,1535410266,99,7.44,8.9,71.31,3.24
530,lata,56,IN,1535410266,100,30.78,78.62,58.26,1.68
531,khuzhir,0,RU,1535410267,89,53.19,107.35,56.46,4.14
532,jalu,0,LY,1535410267,41,29.03,21.55,80.4,9.73
533,kimbe,8,PG,1535410267,100,-5.56,150.15,81.3,2.46
534,kotturu,88,IN,1535410267,95,14.82,76.23,70.32,9.95
535,ixtapa,90,MX,1535406360,79,20.71,-105.21,86.0,9.17
536,ahuimanu,75,US,1535407020,77,21.44,-157.84,82.94,11.41
537,auki,92,NG,1535410268,98,12.18,6.51,70.59,8.61
538,colombia,0,CO,1535409996,60,3.38,-74.8,73.47,3.13
539,chabahar,8,IR,1535410268,100,25.29,60.65,80.4,3.69
540,yelizovo,90,RU,1535407200,93,53.19,158.38,53.6,4.47
541,baie-saint-paul,32,CA,1535410268,80,47.44,-70.51,68.97,5.37
